episode_id,method,score,progress_norm
rollout_000000,motion_ridge,0.8921900391578674,0.820266558007351
rollout_000001,motion_ridge,0.29069483280181885,0.2988746699752728
rollout_000002,motion_ridge,0.8734093308448792,0.8955083715897987
rollout_000003,motion_ridge,0.44503116607666016,0.4398406865101829
rollout_000004,motion_ridge,0.8816731572151184,0.9662730624890646
rollout_000005,motion_ridge,0.7614552974700928,0.7338657387669791
rollout_000006,motion_ridge,0.4187026023864746,0.4499884242391223
rollout_000007,motion_ridge,0.5753432512283325,0.6221959525844615
rollout_000008,motion_ridge,0.7132898569107056,0.6102042563878494
rollout_000009,motion_ridge,0.6858357787132263,0.6551475964679417
rollout_000010,motion_ridge,0.8660283088684082,0.7751417973036951
rollout_000011,motion_ridge,0.9979978203773499,0.9499573647170474
rollout_000012,motion_ridge,0.8935959935188293,0.9587888005065685
rollout_000013,motion_ridge,0.779452383518219,0.8792724711642921
rollout_000014,motion_ridge,0.7072483897209167,0.6528810166393998
rollout_000015,motion_ridge,0.8808555603027344,0.942038405047592
rollout_000016,motion_ridge,0.8450313806533813,0.9805193907409344
rollout_000017,motion_ridge,0.569439172744751,0.6137807210529896
rollout_000018,motion_ridge,0.8906663656234741,0.8643923694575162
rollout_000019,motion_ridge,0.8692466616630554,0.8678290668220777
rollout_000020,motion_ridge,0.8788436651229858,0.8686328628976059
rollout_000021,motion_ridge,0.853209912776947,0.9572817268791888
rollout_000022,motion_ridge,0.7798067927360535,0.7875085027071784
rollout_000023,motion_ridge,0.9045049548149109,1.0
rollout_000024,motion_ridge,0.8528619408607483,0.7629283165289616
rollout_000025,motion_ridge,0.8803820610046387,0.8791621223453472
rollout_000026,motion_ridge,0.8534641265869141,0.7837509813120336
rollout_000027,motion_ridge,0.030592918395996094,0.0036147864081179
rollout_000028,motion_ridge,0.8489735126495361,0.8593548043059543
rollout_000029,motion_ridge,0.4061117172241211,0.451162881236845
rollout_000030,motion_ridge,0.5437289476394653,0.5893381034372078
rollout_000031,motion_ridge,0.8810158967971802,0.9472617218325492
rollout_000032,motion_ridge,0.2527499198913574,0.2847977927446475
rollout_000033,motion_ridge,0.8443827629089355,0.9508883990368536
rollout_000034,motion_ridge,0.8809583783149719,0.8823837182503971
rollout_000035,motion_ridge,0.8620883226394653,0.9579404532215772
rollout_000036,motion_ridge,0.8572574257850647,0.9659030293948344
rollout_000037,motion_ridge,0.8799082636833191,0.952097316235064
rollout_000038,motion_ridge,0.8450801372528076,0.986947727420226
rollout_000039,motion_ridge,0.89430832862854,0.9664280919297804
rollout_000040,motion_ridge,0.8790050148963928,0.8694997585288686
rollout_000041,motion_ridge,0.8596459627151489,0.909051130554428
rollout_000042,motion_ridge,0.863636314868927,0.8562223453197859
rollout_000043,motion_ridge,0.8373865485191345,0.810344589645097
rollout_000044,motion_ridge,0.2548929452896118,0.2815720114356219
rollout_000045,motion_ridge,0.8316317796707153,0.7389211173372208
rollout_000046,motion_ridge,0.820885181427002,0.7668363280447434
rollout_000047,motion_ridge,0.8895673751831055,0.8683082168562057
rollout_000048,motion_ridge,0.864693820476532,0.8599373218898732
rollout_000049,motion_ridge,0.8825605511665344,0.946351556186121
rollout_000050,motion_ridge,0.7038699984550476,0.5188941015017324
rollout_000051,motion_ridge,0.8705389499664307,0.9628764745650548
rollout_000052,motion_ridge,0.5679284334182739,0.5378167263224704
rollout_000053,motion_ridge,0.8616292476654053,0.9530030184618936
rollout_000054,motion_ridge,0.8447321653366089,0.7746614456201429
rollout_000055,motion_ridge,0.24544048309326172,0.267107225777549
rollout_000056,motion_ridge,0.8440268635749817,0.975071752679864
rollout_000057,motion_ridge,0.8695857524871826,0.9808190954346774
rollout_000058,motion_ridge,0.8740268349647522,0.8960006867714956
rollout_000059,motion_ridge,0.7988847494125366,0.8465573049515391
rollout_000060,motion_ridge,0.8529872298240662,0.8414785516048222
rollout_000061,motion_ridge,0.8585641384124756,0.9546723373916728
rollout_000062,motion_ridge,0.5004169940948486,0.5505387223203504
rollout_000063,motion_ridge,0.8870519399642944,0.9618751063781672
rollout_000064,motion_ridge,0.8617711067199707,0.9229838436112991
rollout_000065,motion_ridge,0.7750398516654968,0.6618316466590287
rollout_000066,motion_ridge,0.8546109199523926,0.9537067509518986
rollout_000067,motion_ridge,0.8410820960998535,0.8226791062710286
rollout_000068,motion_ridge,0.8310540914535522,0.7908868603463353
rollout_000069,motion_ridge,0.8637118935585022,0.9506121133637164
rollout_000070,motion_ridge,0.8818635940551758,0.8674659902581948
rollout_000071,motion_ridge,0.5850855112075806,0.585858531236701
rollout_000072,motion_ridge,0.8601306676864624,0.9303108444432806
rollout_000073,motion_ridge,0.8718811273574829,0.8726349541748273
rollout_000074,motion_ridge,0.8578314185142517,0.8510505274579437
rollout_000075,motion_ridge,0.2990090847015381,0.3270783229963545
rollout_000076,motion_ridge,0.8801053166389465,0.8710095346399945
rollout_000077,motion_ridge,0.8556517958641052,0.9816127723706426
rollout_000078,motion_ridge,0.8842463493347168,0.8714055684067796
rollout_000079,motion_ridge,0.3486670255661011,0.3676113853160132
rollout_000080,motion_ridge,0.5682530403137207,0.4984890306436045
rollout_000081,motion_ridge,0.8598617315292358,0.8719553242634954
rollout_000082,motion_ridge,0.837168276309967,0.7417833177614874
rollout_000083,motion_ridge,1.027294397354126,0.9564167337517294
rollout_000084,motion_ridge,0.8648064136505127,0.8315420526676431
rollout_000085,motion_ridge,0.777334451675415,0.7234310813470998
rollout_000086,motion_ridge,0.7963939309120178,0.7190814928583097
rollout_000087,motion_ridge,0.8405320048332214,0.818206213681162
rollout_000088,motion_ridge,0.8477889895439148,0.7545444375542351
rollout_000089,motion_ridge,0.7049444913864136,0.5847884577159432
rollout_000090,motion_ridge,0.8476707935333252,0.7663307512919706
rollout_000091,motion_ridge,0.8065292835235596,0.7632557201070563
rollout_000092,motion_ridge,0.8582450151443481,0.7624442164185582
rollout_000093,motion_ridge,0.7850884795188904,0.7507049227352312
rollout_000094,motion_ridge,0.8935760259628296,0.8783563324176861
rollout_000095,motion_ridge,0.22195219993591309,0.1937751429110028
rollout_000096,motion_ridge,0.7959805130958557,0.7740267364785167
rollout_000097,motion_ridge,0.8247163891792297,0.76990444614735
rollout_000098,motion_ridge,0.8503194451332092,0.8810449579426849
rollout_000099,motion_ridge,0.5065631866455078,0.5003564231613821
rollout_000100,motion_ridge,0.40329158306121826,0.428526246818722
rollout_000101,motion_ridge,0.7159075736999512,0.6092520141924841
rollout_000102,motion_ridge,0.8578824400901794,0.9257426832650332
rollout_000103,motion_ridge,1.0341213941574097,0.9302569543534092
rollout_000104,motion_ridge,0.9089336395263672,0.8844705777210012
rollout_000105,motion_ridge,0.2503718137741089,0.2668084610880729
rollout_000106,motion_ridge,0.7536035180091858,0.7390752443436468
rollout_000107,motion_ridge,0.8885028958320618,0.8740298296699037
rollout_000108,motion_ridge,0.6314984560012817,0.567694453560325
rollout_000109,motion_ridge,1.0012462139129639,0.955567837969149
rollout_000110,motion_ridge,0.8432356715202332,0.7615968876013008
rollout_000111,motion_ridge,0.8344704508781433,0.7595826304904967
rollout_000112,motion_ridge,0.8760749697685242,0.8564325989819548
rollout_000113,motion_ridge,0.40142738819122314,0.4052440644703493
rollout_000114,motion_ridge,0.6287341713905334,0.4295084703801524
rollout_000115,motion_ridge,0.43841683864593506,0.5028148623604627
rollout_000116,motion_ridge,0.8610153198242188,0.8591876334879116
rollout_000117,motion_ridge,0.8911542296409607,0.804779871021548
rollout_000118,motion_ridge,0.8753412961959839,0.867666626515958
rollout_000119,motion_ridge,0.17721986770629883,0.0
rollout_000120,motion_ridge,0.856967568397522,0.9569007740164708
rollout_000121,motion_ridge,0.8636404275894165,0.8600142611251183
rollout_000122,motion_ridge,0.835339367389679,0.7659663243175167
rollout_000123,motion_ridge,0.8840228915214539,0.9761985174305462
rollout_000124,motion_ridge,0.3636195659637451,0.305336343422511
rollout_000125,motion_ridge,0.852929949760437,0.9182072407378092
rollout_000126,motion_ridge,0.8857865929603577,0.8664751630335749
rollout_000127,motion_ridge,0.8471144437789917,0.8138278974947819
rollout_000128,motion_ridge,0.8198522329330444,0.7571141992344791
rollout_000129,motion_ridge,0.8715016841888428,0.8628447492510055
rollout_000130,motion_ridge,0.3655400276184082,0.4077917893682306
rollout_000131,motion_ridge,0.8682857155799866,0.9629719917444592
rollout_000132,motion_ridge,0.910222589969635,0.831580969384355
rollout_000133,motion_ridge,0.7381029725074768,0.8372380653631184
rollout_000134,motion_ridge,0.7685267925262451,0.7049068157012389
rollout_000135,motion_ridge,0.9064542055130005,0.8851680350161093
rollout_000136,motion_ridge,0.758909285068512,0.6801471857246748
rollout_000137,motion_ridge,0.8285496830940247,0.8287250914601476
rollout_000138,motion_ridge,0.12723159790039062,0.124812669878844
rollout_000139,motion_ridge,0.8611505627632141,0.9530822441597644
rollout_000140,motion_ridge,0.8084705471992493,0.7507082606448333
rollout_000141,motion_ridge,0.8282084465026855,0.7401763487354451
rollout_000142,motion_ridge,0.41228365898132324,0.422273886771551
rollout_000143,motion_ridge,0.8134528994560242,0.9372753561157208
rollout_000144,motion_ridge,0.8886735439300537,0.9671833025258194
rollout_000145,motion_ridge,0.864722728729248,0.7637134890550699
rollout_000146,motion_ridge,0.8912131190299988,0.8673695816432994
rollout_000147,motion_ridge,0.8694750666618347,0.8139281525506493
rollout_000148,motion_ridge,0.84328693151474,0.8675452752018316
rollout_000149,motion_ridge,0.8861669898033142,0.9612957545143026
rollout_000150,motion_ridge,0.8651244640350342,0.8595540331386825
rollout_000151,motion_ridge,0.8744322657585144,0.984640212779366
rollout_000152,motion_ridge,0.8848901391029358,0.9811200143005984
rollout_000153,motion_ridge,0.8273826837539673,0.75533160719301
rollout_000154,motion_ridge,0.8071205615997314,0.8280558355938074
rollout_000155,motion_ridge,0.456057071685791,0.3689867820944532
rollout_000156,motion_ridge,0.8697410821914673,0.7599977841266843
rollout_000157,motion_ridge,0.8080268502235413,0.7812147403997796
rollout_000158,motion_ridge,0.8430476784706116,0.8655143406696082
rollout_000159,motion_ridge,0.8772618770599365,0.8661338624625943
rollout_000160,motion_ridge,0.8136188387870789,0.7622539683934492
rollout_000161,motion_ridge,0.8554814457893372,0.9455412967483692
rollout_000162,motion_ridge,0.4393385648727417,0.4471592463970126
rollout_000163,motion_ridge,0.8469041585922241,0.8790309142392607
rollout_000164,motion_ridge,0.35869431495666504,0.3572789367486404
rollout_000165,motion_ridge,0.10902810096740723,0.1054435686259319
rollout_000166,motion_ridge,0.8360791206359863,0.9616357183070428
rollout_000167,motion_ridge,0.19431066513061523,0.041877462773901
rollout_000168,motion_ridge,0.4488891363143921,0.4686265938408805
rollout_000169,motion_ridge,0.8000774383544922,0.7715906020617428
rollout_000170,motion_ridge,0.8497447967529297,0.8660828315457834
rollout_000171,motion_ridge,0.8791307806968689,0.9579092836747156
rollout_000172,motion_ridge,0.8756831884384155,0.8608224358563108
rollout_000173,motion_ridge,0.8992416858673096,0.8719936765956985
rollout_000174,motion_ridge,0.8303554058074951,0.8028929682492576
rollout_000175,motion_ridge,0.8525242805480957,0.7634241535168832
rollout_000176,motion_ridge,0.8281548023223877,0.8492859421326576
rollout_000177,motion_ridge,0.13593387603759766,0.0831355440327569
rollout_000178,motion_ridge,0.8682551980018616,0.9899606369296576
