feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,allowed_task_specs
spatial1_random20_00_zero_n64,0,12521,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,1,11660,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,2,3099,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,3,15895,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,4,13709,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,5,12374,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,6,1894,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,7,1239,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,8,10555,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,9,8216,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,10,7002,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,11,1189,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,12,7285,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,13,13905,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,14,1291,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,15,12044,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,16,12797,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,17,7070,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,18,11330,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
spatial1_random20_00_zero_n64,19,8466,0.0,1.0,negative_intervention,suppress_progress_feature_value,1,always,20,spatial:1
