feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,trigger_latch,allowed_task_specs,condition_names
submitted_high13_goal1_object0_clean_zero_n120_random02,0,7052,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,1,2768,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,2,10555,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,3,6170,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,4,3099,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,5,11047,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,6,3796,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,7,2030,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,8,11347,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,9,3154,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,10,7198,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,11,14185,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random02,12,8234,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
