feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,trigger_latch,allowed_task_specs,condition_names
submitted_high13_goal1_object0_clean_zero_n120_random03,0,11347,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,1,8234,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,2,7052,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,3,10462,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,4,3099,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,5,16035,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,6,5981,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,7,7307,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,8,7505,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,9,14525,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,10,13149,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,11,2030,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random03,12,13113,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
