feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,trigger_latch,allowed_task_specs,condition_names
submitted_high13_goal1_object0_clean_zero_n120_random05,0,16078,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,1,11347,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,2,10462,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,3,7052,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,4,10555,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,5,7307,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,6,3099,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,7,13113,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,8,15394,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,9,14525,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,10,12567,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,11,2030,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
submitted_high13_goal1_object0_clean_zero_n120_random05,12,5981,0.0,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_zero,1,always,0,1,"goal:1,object:0",clean
