feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,allowed_task_specs
spatial3_random20_00_highmean_n48,0,12521,9.287631432998772e-05,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,1,11660,1.6262153422529412e-05,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,2,3099,0.0062542230085056,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,3,15895,0.0001679327000271,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,4,13709,0.0,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,5,12374,0.0002690966734114,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,6,1894,6.906864268177272e-05,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,7,1239,9.431427763027756e-05,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,8,10555,0.0060449377820393,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,9,8216,0.0001262444317998,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,10,7002,0.0,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,11,1189,7.837033646310588e-05,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,12,7285,0.0,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,13,13905,0.0001789206006429,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,14,1291,0.0006229739392146,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,15,12044,9.496018843336684e-05,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,16,12797,0.0001687444036796,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,17,7070,0.0001355168872816,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,18,11330,0.0002966029818523,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
spatial3_random20_00_highmean_n48,19,8466,0.0,1.0,class_mean_set,set_low_progress_toward_high_progress_mean,1,always,20,spatial:3
