feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,allowed_task_specs
spatial1_random20_02_alpha1p5_n64,0,11047,0.00011127460486489273,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,1,536,0.00023263013973971313,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,2,13834,-7.257343240002457e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,3,1165,-0.0006076622820324817,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,4,1040,-0.0001623643933232606,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,5,1187,0.001998164028957734,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,6,3482,-0.001119705435650591,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,7,15883,0.00014223474922046928,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,8,2800,-0.0003168900113771938,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,9,4083,-7.84982663185829e-06,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,10,8464,2.3421134804698394e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,11,10513,5.0111331996870135e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,12,13341,0.001715914427830674,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,13,9696,0.0004807836089761316,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,14,11953,-4.9952822264263635e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,15,2834,0.0011061351219650254,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,16,9507,0.002503447536563369,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,17,7012,-0.00016666965168168554,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,18,11286,0.0011178119609849477,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_02_alpha1p5_n64,19,9672,0.00014624068324259893,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
