feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,allowed_task_specs
spatial1_random20_01_alpha1p5_n64,0,4161,-1.5759900371658553e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,1,9352,0.0004378034052175021,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,2,16035,0.0019409520611326208,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,3,6684,0.0010968049699291117,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,4,1891,-0.00018935529129171296,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,5,5850,0.005233308146608075,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,6,6628,-0.0007737814106375826,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,7,8062,-0.0015064281701573454,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,8,7218,-0.0009758424320143698,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,9,3747,-0.0005297283396089978,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,10,6722,0.006821990128915285,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,11,13558,-0.00018158984086650632,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,12,15261,3.2295892513132304e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,13,2201,2.387976572714358e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,14,2346,0.0001607211947909251,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,15,8470,-7.715288494877808e-06,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,16,12282,-0.0018430017607216787,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,17,14967,3.530213454947433e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,18,11375,0.00024393301477087782,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
spatial1_random20_01_alpha1p5_n64,19,10029,4.668342308166177e-05,1.0,class_mean_alpha_1.5,set_low_progress_toward_high_progress_mean_alpha_1.5,1,always,20,spatial:1
